cod_produs;cod_ean;nume_produs;descriere;nume_categorie;imag_baza;cant_stock;in_stock;pret_produs;pret_sugerat;categorie_id;categorie_path_subcat;greutate;producator;creat_la_data;imag_galerie
102245;;Kit MissingLink KMC Emergency   9 - 10 - 11 Viteze;<ul><li>Contine MissingLink-uri pentru 9, 10 , 11 Viteze</li><li>Nereutilizabile</li></ul>;Missinglink;;0;0;39.0;78.0;100;Missinglink;;KMC;2024/01/01;
102246;;Set Roti Carbon 700C(20H-24H) CONCEPT 3.0   SXT;"<p><strong>ATENTIE ! acest produs nu intra in nici o politica de discounturi</strong></p><ul><li>Jante carbon cod 384314, 384315 3K carbon/aluminu</li><li>700 C</li><li>Greutate <strong>594 grame/Janta</strong></li><li>Inaltime<strong> 55 mm</strong></li><li><strong>Include</strong> 1 pereche saboti pentru jante de aluminiu</li><li>ERD –529 mm</li><li><strong>Butuc fata</strong> <strong>Novatec</strong>-325175 – A291SB/A-SL</li><li>Greutate <strong>59 grame</strong> fara QR 2 rulmenti japonezi Gauri speciale pentru spite aero</li><li>20H</li><li>OLD 100 MM- PCD: 30 MM FTF: 68,7 MM A:16 MM / B:16 MM</li><li><strong> Butuc spate Novatec</strong> 326081 – F482SB/AA-11S 4 rulmenti sigilati 8-11 viteze Compatibil Shimano</li><li>24H</li><li>OLD 130 MM- PCD: 41/49 MM FTF: 57 MM A:27,2 MM / B:47,4 MM</li><li>Greutate aprox. <strong>235 grame</strong></li><li>Spite cnSPOKE "" AERO 424"" Nipluri interne</li><li>Greutate <strong>roata fata 823 grame</strong> fara QR</li><li>Greutate <strong>roata spate 1030</strong> grame fara QR</li><li><strong> Greutate set 1853 grame</strong> fara QR</li></ul>";Set Roti;;0;0;2375.0;4750.0;100;Set Roti;;SXT;2024/01/01;
102247;;"MissingLink M-WAVE Fusion 9 viteze 1/2"" x11/128"" reutilizabil";"<ul><li>1 bucata</li><li>Culoare: Silver</li><li>Reutilizabil</li><li>Pentru 9 viteze</li><li>Compatibil cu Shimano, Sram, KMC........</li><li>1/2"" x 11/128""</li><li>Exterior Width: 6,6 mm</li></ul>";Missinglink;;0;0;9.0;18.0;100;Missinglink;;M-WAVE;2024/01/01;
102248;;"MissingLink M-WAVE Fusion 10 viteze 1/2"" x11/128"" reutilizabil";"<ul><li>1 bucata</li><li>Culoare: Silver</li><li>Reutilizabil</li><li>Pentru 10 viteze</li><li>Compatibil cu Shimano, Sram, KMC........</li><li>1/2"" x 11/128""</li><li>Exterior Width: 5,88 mm</li></ul>";Missinglink;;0;0;13.0;26.0;100;Missinglink;;M-WAVE;2024/01/01;
102249;;Pedale Aluminiu SXT  Antiderapante 67 x 92 mm;"<ul><li>Corp din Aluminiu</li><li>Cage acoprit cu cauciuc antiderapant</li><li>Cu reflectorizant</li><li>Diametrul ax 9/16""</li><li>DimensiunI 67 x 92 mm</li><li>Ax din metal solid</li><li>Ax capsat, protectie impotriva prafului</li><li>Se fixeaza cu cheie de 15 mm</li></ul>";Pedale Platforma;;5;1;24.5;49.0;100;Pedale Platforma;;SXT;2024/01/01;
102250;;Pedale Aluminiu Duble M-WAVE DRAG-T1;<ul><li>M-WAVE DRAG-T1</li><li>Duble - 2 functii</li><li>Cu rilmenti sigilati</li><li>Corp din Aluminiu cu strat antiderapant</li><li>Ax CrMo</li><li>Compatibile cu Shimano SPD</li><li>Includ placute</li><li>Greutate: 349 gr</li><li>Dimensiuni: 73 / 95 mm</li></ul>;Pedale Duble;;0;0;110.0;220.0;100;Pedale Duble;;M-WAVE;2024/01/01;
102251;;Disc Frana M-WAVE BD -180 mm;<ul><li>Disc Frana M-WAVE prindere 6 suruburi</li><li>180 mm</li><li>Material: Otel</li><li>Ambalat individual</li><li>Contine 6 suruburi</li></ul>;Discuri Frana;;0;0;24.0;48.0;100;Discuri Frana;;M-WAVE;2024/01/01;
102252;;Disc Frana M-WAVE BD -203 mm;<ul><li>Disc Frana M-WAVE prindere 6 suruburi</li><li>203mm</li><li>Material: Otel</li><li>Ambalat individual</li><li>Contine 6 suruburi</li></ul>;Discuri Frana;;0;0;26.0;52.0;100;Discuri Frana;;M-WAVE;2024/01/01;
102253;;" Pipa Metal 1"" -25,4  mm  40/300 mm Silver/Negru";<p></p><ul><li>40/300mm</li><li>Prindere pentru ghidon 25,4 mm</li><li>Cap prindere din Aluminiu culoare Negru</li><li>Pentru furca de 1″</li><li>Lungime 300 mm</li><li>Pipa lungime 40mm</li><li>Culoare Silver</li></ul>;Tije Ghidon;;0;0;27.0;54.0;100;Tije Ghidon;;M-WAVE;2024/01/01;
102254;;"Adaptor cu Pipa Metal 1""  40/270 mm Negru/Negru";<ul><li>O 22.2/25.4 mm</li><li>40/270mm</li><li>Prindere pentru ghidon 25,4 mm</li><li>Cap prindere din Aluminiu</li><li>Pentru furca de 1″</li><li>Lungime 270 mm</li><li>Pipa lungime 40 mm</li><li>Culoare Negru</li></ul>;Tije Ghidon;;0;0;22.5;45.0;100;Tije Ghidon;;M-WAVE;2024/01/01;
102255;;Sonerie Aluminiu SXT ALU TL S  Negru Anodizat ;<ul><li>Aluminiu</li><li>Diametrul 35 mm</li><li>Prindere universala din cauciuc pentru diferite dimensiuni</li><li>Se monteaza fara scule</li><li>Rotativa la 360*</li></ul>;Accesorii bicicleta;;5;1;6.0;12.0;100;Accesorii bicicleta;;SXT;2024/01/01;
102256;;Cric Aluminiu Q-STAND  A24-29RA Prindere Laterala Silver;"<ul><li>Aluminiu</li><li>Prindere pe spate</li><li>Pentru Cadrele cu Frana pe Disc</li><li>Reglabil de la 24"" la 29""</li><li>Lungime inchis 32 cm si lungime deschis 36 cm</li><li>Ajustabil pentru mai multe diametre de tub si dimensiuni frane pe disc</li></ul>";Accesorii bicicleta;;1;1;27.0;54.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
102257;;Suport Bicicleta EASYSTAND  12-29″  Silver;"<ul><li>Pentru biciclete de la 12-29""</li><li>Anvelopa maxim 2,5""</li><li>Protectie Non-Slip</li><li>Pindere Fata</li></ul>";Accesorii bicicleta;;0;0;82.5;165.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
102258;;Rotita Schimbator Spate SUNRACE 12T SRAM Narrow Wide;<ul><li>12 T</li><li>SRAM Narrow Wide</li><li>Cu rulmenti capsati</li></ul>;Schimbatoare Spate;;0;0;22.5;45.0;100;Schimbatoare Spate;;SUNRACE;2024/01/01;
102259;;Schimbator Spate Aluminiu SUNRACE 9V 51T Medium Sram/Shimano;<ul><li>9-V</li><li>MD (1x ≤51T)</li><li>Adjustable Chain Stabilizer</li><li>Prindere Aluminiu</li><li>Brat Aluminiu</li><li>Greutate 259g</li></ul>;Schimbatoare Spate;;0;0;107.5;215.0;100;Schimbatoare Spate;;SUNRACE;2024/01/01;
102260;;Pinion Casetat SHIMANO Deore 11 v 11-51 T CS-M5100-11;<ul><li>ICSM510011151</li><li>11-13-15-18-21-24-28-33-39-45-51 T</li><li>Lant Compatibil : HG-X 11-z</li></ul>;Pinioane Casetate;;1;1;199.5;399.0;100;Pinioane Casetate;;SHIMANO;2024/01/01;
102261;;"Set Banda Janta M-WAVE 27,5""x35 mm, 35-584 Plus(2 buc)";<ul><li>Banda janta de calitate superioara rezistenta la temperatura si presiune mare</li><li><strong></strong></li></ul>;Banda Janta;;0;0;9.0;18.0;100;Banda Janta;;M-WAVE;2024/01/01;
102262;;Furca cu Suspensie 27,5/650B Plus SR SUNTOUR  Aion35 Boost RLR  120 mm;"<ul><li>Gata pentru a face fata oricarui teren si cu stabilitate si suplete.</li><li>Impartasind caracteristici gasite pe sasiul nostru de mare succes Auron, Aion ofera increderea de a aborda traseele dvs. mai frumoase.</li><li>Noul cartus PCS aduce performanta la nivelul cupei mondiale oricarui pilot.</li><li>Setari interne 120-130-140-150mm (necesita distanta pentru a reduce calatoria)</li><li>Cartus RCS PC (compresie de viteza mica si reglare de revenire)</li><li>Distantiere reglabile ale volumului de aer cu reglaj preincarcare</li><li>Coroana de aluminiu forjat</li><li>Aparator frontal integrat Stanchion anodizat negru 35mm A6000 15x110mm Q-LOC32</li><li>Se ridica prin punte Sasiul inferior de magneziu</li><li>Tub de directie AL7050 1,5-1 1/8 ""CTS</li><li>Nota: QLOC32 15x110mm inclus Fender inclus</li><li>Anvelopa compatibila 27,5 x 2,8 ""</li><li>Greutate 2085g</li><li>pentru 27,5 set la 150 mm - 555 mm</li><li>Offset de furca pentru 27,5 = 51mm</li></ul>";Furci cu Suspensie;;3;1;988.5;1977.0;100;Furci cu Suspensie;;SXT;2024/01/01;
102263;;Borseta de Talie AUTHOR A-L GALE Negru/Grey;"<p><strong>Prezentare video aici:</strong></p><p>https://www.youtube.com/watch?v=hqJmWs-2vvA&amp;t=18s</p><p></p><p><strong>Geanta de talie A-L Gale - negru / gri</strong></p><ul><li>Geanta de Talie AUTHOR GALE este dotata cu buzunare comprimate pentru doua sticle, pregatita pentru hidratare rapida din mers.</li><li>Doua aripi drepte care se infasoara in jurul gentii pentru a comprima incarcarea ambalajului tau sunt grozave atunci cand mersul devine alergare.</li><li>In partea superioara a compartimentului principal, veti gasi un portofel cu fermoar / buzunar pentru telefon mobil celular mai mic, prevazut cu casca pentru cablu.</li><li>Buzunare cu fermoar pe fiecare parte a centurii de sold permit accesul rapid si usor la articole mai mici, cum ar fi cheie, gustari.</li><li>Elementele reflectorizante va pastreaza vizibil.</li><li>Buzunar cu fermoar / telefon mobil cu buzunar de cablu.</li><li>Buzunare duble cu compresie pentru sticle (diametru 80 mm si inaltime 170 mm).</li><li>Buzunare cu fermoar pe fiecare parte a centurii de sold.</li><li>Volum: 2 compartimente principale 2,8 l + buzunare butelie 2,2 l.</li><li>Greutate 300 g.</li></ul>";Accesorii bicicleta;;0;0;100.0;200.0;100;Accesorii bicicleta;;AUTHOR;2024/01/01;
102264;;Casca Ciclism AUTHOR  Pulse LED  X8 52-58 cm  Rosu Neon;<ul><li>Lumina intermitenta integrata</li><li>Plasa de insecte</li><li>Casca Autor Pulse. Autor DialFit sistem de fixare( Tehnologie banda adeziva).</li><li>Paduri antibacteriene inlocuibile.</li><li>Orificii de ventilatie frontale cu plasa de insecte.</li><li>Lampa spate cu lumina intermitenta integrata cu 6 LED-uri, intermitent si regim constant.</li><li>Greutate 298 g cu viziera.</li></ul>;Casti Ciclism Adulti;;0;0;82.5;165.0;100;Casti Ciclism Adulti;;AUTHOR;2024/01/01;
102265;;Casca Copii AUTHOR Mirage Inmold 52-56 cm Rosu/Alb;<p><strong>Casca Mirage Inmold - roz / galben</strong></p><ul><li>Casca usoara pentru copii usoara.</li><li>Reglajele de montare sunt rapide si usor de utilizat, aerisiri mari cu plasa de insecte pentru a spori confortul in aproape orice conditii.</li><li>Tehnologia in-mold ofera rezistenta si greutate redusa.</li><li>Paduri antibacteriene inlocuibile.</li><li>12 orificii de ventilatie care asigura o ventilatie excelenta (in fata lor cu plasa de insecte).</li><li>Greutate 220g.</li></ul>;Articole copii /Roti ajutatoare;;0;0;47.5;95.0;100;Articole copii /Roti ajutatoare;;AUTHOR;2024/01/01;
102266;;Casca Copii AUTHOR Mirage In-mold 52-56 cm Verde /Galben;<p><strong>Casca Mirage Inmold - roz / galben</strong></p><ul><li>Casca usoara pentru copii usoara.</li><li>Reglajele de montare sunt rapide si usor de utilizat, aerisiri mari cu plasa de insecte pentru a spori confortul in aproape orice conditii.</li><li>Tehnologia in-mold ofera rezistenta si greutate redusa.</li><li>Paduri antibacteriene inlocuibile.</li><li>12 orificii de ventilatie care asigura o ventilatie excelenta (in fata lor cu plasa de insecte).</li><li>Greutate 220g.</li></ul>;Articole copii /Roti ajutatoare;;0;0;49.5;99.0;100;Articole copii /Roti ajutatoare;;AUTHOR;2024/01/01;
102267;;Casca Ciclism AUTHOR Trickie 49-56 cm Rosu/Verde;<ul><li>Sistem reglabil.</li><li>Ventilatie 8 gauri de aerisire, plasa de insecte in orificiile de aerisire fata.</li><li>Paduri antibacteriene inlocuibile.</li><li>Greutate 190g.</li></ul>;Articole copii /Roti ajutatoare;;0;0;20.0;40.0;100;Articole copii /Roti ajutatoare;;AUTHOR;2024/01/01;
102268;;Casca Ciclism AUTHOR Trickie  49-56 cm Verde/Albastru;<ul><li>Sistem reglabil.</li><li>Ventilatie 8 gauri de aerisire, plasa de insecte in orificiile de aerisire fata.</li><li>Paduri antibacteriene inlocuibile.</li><li>Greutate 190g.</li></ul>;Articole copii /Roti ajutatoare;;0;0;20.0;40.0;100;Articole copii /Roti ajutatoare;;AUTHOR;2024/01/01;
102269;;Casca Downhill AUTHOR Hot Shot HST X9 52-54 cm Negru Matt;<p><strong>Casca Hot Shot HST X9</strong></p><ul><li>AUTHOR Hot Shot HST este conceputa la fel ca si castile pe care le poarta eroul sau de sporturi extreme. Daca s-a saturat de aspect, viziera si barbia de protectie pot fi indepartate si o casca de bicicleta cu un capac tare este dezvaluita.</li><li>Un aspect minunat pentru calari BMX si Enduro.</li><li>Tehnologia dura Hard Shell face casca durabila, iar gaurile de aerisire trag aer proaspat rece pentru a spori confortul in aproape orice conditii.</li><li>3 in 1 se transforma dintr-o casca de fata completa intr-o casca dura, cu indepartarea mastii si vizierei.</li><li>Captuseala interioara confortabila pentru protectie.</li><li>Constructie ABS shell si captuseala EPS.</li><li>Sistem de instalare DialFit.</li><li>Viziera detasabila</li><li>Greutate 640 g.</li></ul>;Casti Full Face;;0;0;145.0;290.0;100;Casti Full Face;;AUTHOR;2024/01/01;
102270;;Casca Downhill AUTHOR Hot Shot HST X9 54-56 cm Negru Matt;<p><strong>Casca Hot Shot HST X9</strong></p><ul><li>AUTHOR Hot Shot HST este conceputa la fel ca si castile pe care le poarta eroul sau de sporturi extreme. Daca s-a saturat de aspect, viziera si barbia de protectie pot fi indepartate si o casca de bicicleta cu un capac tare este dezvaluita.</li><li>Un aspect minunat pentru calari BMX si Enduro.</li><li>Tehnologia dura Hard Shell face casca durabila, iar gaurile de aerisire trag aer proaspat rece pentru a spori confortul in aproape orice conditii.</li><li>3 in 1 se transforma dintr-o casca de fata completa intr-o casca dura, cu indepartarea mastii si vizierei.</li><li>Captuseala interioara confortabila pentru protectie.</li><li>Constructie ABS shell si captuseala EPS.</li><li>Sistem de instalare DialFit.</li><li>Viziera detasabila</li><li>Greutate 640 g.</li></ul>;Casti Full Face;;0;0;122.5;245.0;100;Casti Full Face;;AUTHOR;2024/01/01;
102271;;Casca Downhill AUTHOR Hot Shot HST X9 56-58 cm Negru Matt;<p><strong>Casca Hot Shot HST X9</strong></p><ul><li>AUTHOR Hot Shot HST este conceputa la fel ca si castile pe care le poarta eroul sau de sporturi extreme. Daca s-a saturat de aspect, viziera si barbia de protectie pot fi indepartate si o casca de bicicleta cu un capac tare este dezvaluita.</li><li>Un aspect minunat pentru calari BMX si Enduro.</li><li>Tehnologia dura Hard Shell face casca durabila, iar gaurile de aerisire trag aer proaspat rece pentru a spori confortul in aproape orice conditii.</li><li>3 in 1 se transforma dintr-o casca de fata completa intr-o casca dura, cu indepartarea mastii si vizierei.</li><li>Captuseala interioara confortabila pentru protectie.</li><li>Constructie ABS shell si captuseala EPS.</li><li>Sistem de instalare DialFit.</li><li>Viziera detasabila</li><li>Greutate 640 g.</li></ul>;Casti Full Face;;0;0;122.5;245.0;100;Casti Full Face;;AUTHOR;2024/01/01;
102272;;Casca Downhill AUTHOR Hot Shot HST X9 52-54 cm Galben Neon/ Negru;<p><strong>Casca Hot Shot HST X9</strong></p><ul><li>AUTHOR Hot Shot HST este conceputa la fel ca si castile pe care le poarta eroul sau de sporturi extreme. Daca s-a saturat de aspect, viziera si barbia de protectie pot fi indepartate si o casca de bicicleta cu un capac tare este dezvaluita.</li><li>Un aspect minunat pentru calari BMX si Enduro.</li><li>Tehnologia dura Hard Shell face casca durabila, iar gaurile de aerisire trag aer proaspat rece pentru a spori confortul in aproape orice conditii.</li><li>3 in 1 se transforma dintr-o casca de fata completa intr-o casca dura, cu indepartarea mastii si vizierei.</li><li>Captuseala interioara confortabila pentru protectie.</li><li>Constructie ABS shell si captuseala EPS.</li><li>Sistem de instalare DialFit.</li><li>Viziera detasabila</li><li>Greutate 640 g.</li></ul>;Casti Full Face;;0;0;145.0;290.0;100;Casti Full Face;;AUTHOR;2024/01/01;
102273;;Ochelari AUTHOR Vision LX Galben Neon;<ul><li>Ochelarii de soare cu lentile interschimbabile AUTHOR Vision LX ofera caracteristici de cea mai buna calitate.</li><li>Dezvoltati pentru durabilitate si confort.</li><li>Includ trei lentile interschimbabile pentru a va oferi claritate optica zi sau noapte, o punga de curatare din microfibre si cutie cu fermoar cu sloturi exterioare pentru stocarea celor 2 bucati de lentile neutilizate.</li><li>3 bucati de lentile din policarbonat rezistente la rupere.</li><li>Obiectiv Sunglare cu suprafata revo - filtru categoria 3, galben transparent - filtru c. 0 si transparent transparent - filtru c. 0.</li><li>Au un cadru practic indestructibil realizat din PC termoplastic - acesta este un material usor si durabil din nailon, care rezista la deteriorarea substantelor chimice si UV.</li><li>Nasul reglabil permite o potrivire personalizata.</li><li>A Non -slip al nasului si al urechilor - cu cat transpirati mai mult, cu atat nasul de cauciuc hidrofil si placutele pentru urechi pentru a preveni alunecarea.</li><li>Ochelarii de soare AUTHOR Vision LX ofera o protectie de ochi 100% impotriva radiatiilor UV si respecta regulamentul european (UE) 2016/425 in conformitate cu norma EN ISO 12312-1: 2013 / A1: 2015.</li><li>Greutate 28 g.</li></ul>;Ochelari Ciclism/Sport;;0;0;70.0;140.0;100;Ochelari Ciclism/Sport;;AUTHOR;2024/01/01;
102274;;Ochelari AUTHOR Vision LX Grey Matt;<ul><li>Ochelarii de soare cu lentile interschimbabile AUTHOR Vision LX ofera caracteristici de cea mai buna calitate.</li><li>Dezvoltati pentru durabilitate si confort.</li><li>Includ trei lentile interschimbabile pentru a va oferi claritate optica zi sau noapte, o punga de curatare din microfibre si cutie cu fermoar cu sloturi exterioare pentru stocarea celor 2 bucati de lentile neutilizate.</li><li>3 bucati de lentile din policarbonat rezistente la rupere.</li><li>Obiectiv Sunglare cu suprafata revo - filtru categoria 3, galben transparent - filtru c. 0 si transparent transparent - filtru c. 0.</li><li>Au un cadru practic indestructibil realizat din PC termoplastic - acesta este un material usor si durabil din nailon, care rezista la deteriorarea substantelor chimice si UV.</li><li>Nasul reglabil permite o potrivire personalizata.</li><li>A Non -slip al nasului si al urechilor - cu cat transpirati mai mult, cu atat nasul de cauciuc hidrofil si placutele pentru urechi pentru a preveni alunecarea.</li><li>Ochelarii de soare AUTHOR Vision LX ofera o protectie de ochi 100% impotriva radiatiilor UV si respecta regulamentul european (UE) 2016/425 in conformitate cu norma EN ISO 12312-1: 2013 / A1: 2015.</li><li>Greutate 28 g.</li></ul>;Ochelari Ciclism/Sport;;0;0;70.0;140.0;100;Ochelari Ciclism/Sport;;AUTHOR;2024/01/01;
102275;;Suport Metal Depozitare AUTHOR CC W05 Negru/Rosu;<ul><li>Suport pentru depozitare biciclete CC W05 roata - negru / rosu</li><li>Suport universal pentru biciclete, fixare a rotii din fata sau spate.</li><li>Carligul cu acoperire din cauciuc moale protejeaza jantele impotriva zgarieturilor.</li><li>Carligul cu unghi variabil se potriveste tuturor dimensiunilor rotii</li></ul>;Accesorii bicicleta;;0;0;35.0;70.0;100;Accesorii bicicleta;;AUTHOR;2024/01/01;
102276;;Lubrifiant cu Silicon pentru Furci  AUTHOR Cycle Clinic 150 ml;<ul><li>Realizat cu polisiloxan atent ales si fluoropolimeri avansati pentru a obtine o alunecare lina a furcilor cu suspensie, socuri de suspensie spate si tije telescopice.</li><li><strong>Suspensie Silicone Lube</strong> creeaza microfilm care reduce stictia si asigura o rulare lina, pastreaza starea si protejeaza garniturile, inelele si alte piese din cauciuc.</li><li>Folositi-l pentru intretinere periodica si intotdeauna dupa calari in conditii umede sau noroioase.</li><li>Aplicati-l in mod uniform si in cantitati adecvate.</li><li>Suspensie Silicone Lube va mentine unitatile de suspensie ale bicicletei dvs. in conditii de pregatire pentru cursa.</li></ul>;Furci cu Suspensie;;0;0;20.0;40.0;100;Furci cu Suspensie;;AUTHOR;2024/01/01;
102277;;Lubrifiant cu Silicon pentru Furci  AUTHOR Cycle Clinic  400  ml;<ul><li>Realizat cu polisiloxan atent ales si fluoropolimeri avansati pentru a obtine o alunecare lina a furcilor cu suspensie, socuri de suspensie spate si tije telescopice.</li><li><strong>Suspensie Silicone Lube</strong> creeaza microfilm care reduce stictia si asigura o rulare lina, pastreaza starea si protejeaza garniturile, inelele si alte piese din cauciuc.</li><li>Folositi-l pentru intretinere periodica si intotdeauna dupa calari in conditii umede sau noroioase.</li><li>Aplicati-l in mod uniform si in cantitati adecvate.</li><li>Suspensie Silicone Lube va mentine unitatile de suspensie ale bicicletei dvs. in conditii de pregatire pentru cursa.</li></ul>;Furci cu Suspensie;;0;0;30.0;60.0;100;Furci cu Suspensie;;AUTHOR;2024/01/01;
102278;;Set Flash cu Acumulator AUTHOR A-Stake Mini USB;<ul><li>Set de lumina <strong>A-Stake Mini USB</strong> - negru</li><li><strong>Author Stake Mini USB SET</strong> este proiectat ca lumini intermitente universale compacte cu baterie Li-ion reincarcabila.</li><li>Nu este nicio problema sa le puneti pe bicicleta, carucior sau ca accesoriu pentru imbracaminte.</li><li><strong>Stake Mini USB</strong> creste usor si rapid vizibilitatea si nivelul de siguranta.</li><li>Baterie reincarcabila Li-ion (500 de cicluri de incarcare).</li><li>Regim constant 12 lm - 4h.</li><li>Moduri de intermitere 12 lm - 11 h (intermitent lent, intermitent rapid si stroboscop).</li><li>Fixarea universala fara scule pentru diametrul de 15 - 35 mm chiar si profilele inconjurate (2 inele O de dimensiuni includ ambalajul).</li><li>Cablu de incarcare inclus (USB A / Micro-B).</li></ul>;Accesorii bicicleta;;0;0;32.5;65.0;100;Accesorii bicicleta;;AUTHOR;2024/01/01;
102279;;Adaptor Suport Bidon AUTHOR AO-S1;<ul><li>Adaptor suport bidon, pentru doua bbidoane</li><li>Flexibil</li><li>Greutate 123g</li></ul>;Accesorii bicicleta;;2;1;30.0;60.0;100;Accesorii bicicleta;;AUTHOR;2024/01/01;
102280;;Cos Plastic SXT Galben;<ul><li>Plastic de inalta calitate</li><li>Suport universal de prindere</li><li>Reglare rapida a elementelor de fixare</li><li>Montare pe ghidon sau portbagaj</li><li>Dimensiuni-20 x 14 x 13 cm</li></ul>;Biciclete pentru Copii;;5;1;9.0;18.0;100;Biciclete pentru Copii;;SXT;2024/01/01;
102281;;Portbagaj Tija Sa cu Bagaj AUTHOR A-N LitePack 6 X7;<p><strong>Portbagaj Tija Sa si Geanta/ N LitePack 6 X7</strong> - negru AUTHOR</p><ul><li>LitePack 6 este proiectat ca o geanta super lite, fixare unica in velcro la suportul special al postarii scaunului, cu prindere rapida pentru fixarea usoara a postului scaunului.</li><li>Pe partea pungii este asezat manerul combinat pentru o miscare usoara. Buzunarul principal extensibil ofera o ajustare usoara a volumului.</li><li>De asemenea, dispune de buzunare separate cu fermoar, pentru o capacitate suplimentara de depozitare a capacului de ploaie si buzunar interior.</li><li>Divizor Velcro in compartimentul principal pentru a urmari dimensiunea camerei.</li><li>Adaosul perfect pentru navetistii orasului si pentru ciclisti pe distante lungi.</li><li>Constructia combina panourile cu spuma EVA si materialul flexibil pentru rigiditate si protectie perfecta.</li><li>Compartimente: 1 principal extensibil, 1 buzunar cu fermoar superior, 1 buzunar interior cu fermoar.</li><li>Material: Nylon 420 D cu acoperire PU, rezistent la abraziune si impermeabil.</li><li>Caracteristici adaugate: curea de umar, banda reflectorizanta cu bucla de lumina intermitenta.</li><li>Husa de ploaie.</li><li>Dimensiune (L x L x H): 28 x 14 x 20 cm, capacitate 7-9 l.</li><li>Greutate: punga 440g, purtator 420g. Max. capacitatea de incarcare 5 kg (este limitata de rezistenta postului scaunului).</li></ul>;Borsete Sa;;0;0;155.0;310.0;100;Borsete Sa;;AUTHOR;2024/01/01;
102282;;Borseta Cadru Triunghi AUTHOR A-R281 F GSB;<ul><li><strong>Geanta triunghi A-R281 F GSB</strong></li><li>Geanta pentru cadru, fixare in velcro universala pentru fixare in triunghiul cadrului frontal (pe majoritatea tipurilor de cadre)</li><li>2 buzunare separate cu protectie moale (2x 0,6l).</li><li>Dimensiune: l.23 w.4 h.12cm.</li></ul>;Accesorii bicicleta;;0;0;39.5;79.0;100;Accesorii bicicleta;;AUTHOR;2024/01/01;
102283;;Oglinda Bicicleta AUTHOR ;<ul><li>Fixare rapida usoara cu mufa ghidonului.</li><li>Diametru 45mm.</li></ul>;Accesorii bicicleta;;0;0;9.0;18.0;100;Accesorii bicicleta;;AUTHOR;2024/01/01;
102284;;"Cric Aluminiu AUTHOR AKS-500 R  24""-29"" Negru";"<ul><li>Reglabil pentru diametrul rotii 24 ""-29"".</li><li>Material AL6061-T6.</li></ul>";Accesorii bicicleta;;0;0;45.0;90.0;100;Accesorii bicicleta;;AUTHOR;2024/01/01;
102285;;"CrIc Aluminiu AUTHOR AKS-09A 24""-29"" Negru Matt/Silver";"<ul><li>Reglabil pentru dimensiunea 24 ""- 29"",</li><li>Material AL6061-T6.</li><li>Greutate 310g</li></ul>";Accesorii bicicleta;;0;0;29.5;59.0;100;Accesorii bicicleta;;AUTHOR;2024/01/01;
102286;;"Cric Aluminiu AUTHOR AKS-550A C 24""-29""  Negru";"<ul><li>Reglabil pentru dimensiunea 24 ""- 29"",</li><li>Material AL6061-T6.</li><li>Greutate 310 g.</li></ul>";Accesorii bicicleta;;0;0;26.0;52.0;100;Accesorii bicicleta;;AUTHOR;2024/01/01;
102287;;"Cric Aluminiu AUTHOR AKS-16A C X9! 16""-20"" Negru";"<ul><li>Reglabil pentru dimensiunea 16 ""- 20"".</li><li>Material AL6061-T6</li><li>Material otel.</li><li>Greutate 162 g.</li></ul>";Cricuri E-Bike;;0;0;15.0;30.0;100;Cricuri E-Bike;;AUTHOR;2024/01/01;
102288;;"Cric Aluminiu AUTHOR AKS-650A C E-bike 24""-29"" nEGRU";"<ul><li>Cric Author pentru fixare directa a cadrului.</li><li>Reglabil pentru dimensiunea 24 ""- 29"".</li><li>Conceput pentru utilizarea bicicletei E-BIKE in principal.</li><li>Material AL6061-T6.</li><li>Greutate 336g.</li></ul>";Accesorii bicicleta;;0;0;35.0;70.0;100;Accesorii bicicleta;;AUTHOR;2024/01/01;
102289;;Antifurt cu Cheie AUTHOR ACL-85 C-Sleeve 25x1000 mm Negru/Verde;<ul><li>Cablu din otel impletit de 17 mm in interior.</li><li>Acoperitoare din vinil moale protejeaza obiectele blocate</li><li>diametrul total 25 mm.</li><li>Raclet de blocare de inalta securitate de 16 mm.</li><li>Blocare HEAD ROTATE 360 de grade pentru o manevrare mai usoara in timpul blocarii si scoaterii.</li><li>Functie de blocare automata.</li><li>4 chei incluse.</li><li>Greutate 980 g.</li><li>Lungime 1000 mm.</li><li>25 x 1000 mm</li></ul>;Accesorii bicicleta;;0;0;47.5;95.0;100;Accesorii bicicleta;;AUTHOR;2024/01/01;
102290;;Pompa Furca AUTHOR AAP-S05-Alu 300 PSI;<ul><li>Buton rosu pentru reglarea presiunii,</li><li>Corp din compozit Cr-Mo</li><li>Presiune Max 300PSI (2MPa)</li><li>Dimensiune60 x 250mm</li><li>Greutate: 146g</li><li>Culoare Silver</li></ul>;Accesorii bicicleta;;0;0;62.5;125.0;100;Accesorii bicicleta;;AUTHOR;2024/01/01;
102291;;Tija Sa AUTHOR ACO-SP09 400 mm- 26,4 mm Aluminiu Siver/Negru;<ul><li>Material AL6061-T6.</li><li>Materiale: cap, tub si clema AL6061.</li><li>Culoare Silver/Negru</li></ul>;Tije Șa;;0;0;32.5;65.0;100;Tije Șa;;AUTHOR;2024/01/01;
